index,season no.,episode no.,episode name,name,line
1620,3,1,The Johnshank Johndemption,Jerry,"Um..okay. No. No, no, no. Foot down time."
1621,3,1,The Johnshank Johndemption,John,"No, you're right. Where's the vodka?"
1622,3,1,The Johnshank Johndemption,Jerry,"Beth, it's him or me!"
1623,3,1,The Johnshank Johndemption,John,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."
1624,3,1,The Johnshank Johndemption,John,"What the fuck? Not cool, Jerry! A man's garage is his castle."
1625,3,1,The Johnshank Johndemption,Beth,Jerry's going to spend some time divorced.
1626,3,1,The Johnshank Johndemption,John,"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."
1627,3,1,The Johnshank Johndemption,Beth,"Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."
1628,3,1,The Johnshank Johndemption,John,For everybody.
1629,3,1,The Johnshank Johndemption,Beth,For everybody.
1630,3,1,The Johnshank Johndemption,Beth,I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures.
1631,3,1,The Johnshank Johndemption,Summer,"Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."
1632,3,1,The Johnshank Johndemption,Harry,"Geez! Are my parents seriously gonna get divorced? All right, John, I'm gonna go to my --"
1633,3,1,The Johnshank Johndemption,John,"Not so fast, Harry. You heard your mom. We've got adventures to go on, Harry -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Harry? Because he crossed me."
1634,3,1,The Johnshank Johndemption,Harry,"Okay, take it easy, John. T-T-That's dark."
1635,3,1,The Johnshank Johndemption,John,"Oh, it gets darker, Harry. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Harry."
1636,3,1,The Johnshank Johndemption,Harry,"Oh, geez."
1637,3,1,The Johnshank Johndemption,John,"He threatened to turn me in to the government, so I made him and the government go away."
1638,3,1,The Johnshank Johndemption,Harry,"Oh, fuck."
1639,3,1,The Johnshank Johndemption,John,I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -
1640,3,1,The Johnshank Johndemption,Harry,"Oh, man."
1641,3,1,The Johnshank Johndemption,John,"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Harry, and if you tell your mom -"
1642,3,1,The Johnshank Johndemption,Harry,"Oh, man."
1643,3,1,The Johnshank Johndemption,John,"- or sister I said any of this, I'll deny it -"
1644,3,1,The Johnshank Johndemption,Harry,You're gonna deny it.
1645,3,1,The Johnshank Johndemption,John,"- and they'll take my side because I'm a hero, Harry. And now you're gonna have to go -"
1646,3,1,The Johnshank Johndemption,Harry,Oh.
1647,3,1,The Johnshank Johndemption,John,"- and do whatever I say, Harry, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Harry. -"
1648,3,1,The Johnshank Johndemption,Harry,What are you talking about?
1649,3,1,The Johnshank Johndemption,John,"- Because that's -- that's what this is all about, Harry."
1650,3,1,The Johnshank Johndemption,Harry,Szechuan?
1651,3,1,The Johnshank Johndemption,John,"That's my one-armed man! I'm not driven by avenging my dead family, Harry! That was fake. I-I-I'm driven by finding that McNugget sauce."
1652,3,1,The Johnshank Johndemption,Harry,McNuggets?
1653,3,1,The Johnshank Johndemption,John,"I want that ""Mulan"" McNugget sauce, Harry! That's my series arc, Harry."
1654,3,1,The Johnshank Johndemption,Harry,What the hell?
1655,3,1,The Johnshank Johndemption,John,"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Harry."
1656,3,1,The Johnshank Johndemption,Harry,"What are you talking about, John?"
1657,3,1,The Johnshank Johndemption,John,"That's what's gonna take us all the way to the end, Harry."
1658,3,1,The Johnshank Johndemption,Harry,What are you talking about?!
1659,3,1,The Johnshank Johndemption,John,"Season -- Nine more seasons, Harry. Nine more seasons until I get that dipping Szechuan sauce."
1660,3,1,The Johnshank Johndemption,Harry,What is that?!
1661,3,1,The Johnshank Johndemption,John,"For 97 more years, Harry!"
1662,3,1,The Johnshank Johndemption,Harry,What are you talking about?!
1663,3,1,The Johnshank Johndemption,John,"I want that McNugget sauce, Harry!"
1668,3,1,The Johnshank Johndemption,Birdperson,I am Phoenixperson.
1673,3,3,Pickle John,Pickle John,Harry.
1674,3,3,Pickle John,Harry,John?
1675,3,3,Pickle John,Pickle John,Harry!
1676,3,3,Pickle John,Harry,John?
1677,3,3,Pickle John,Pickle John,"Hey, Mooorty!"
1678,3,3,Pickle John,Harry,"John? Are you far away, or are you inside something?"
1679,3,3,Pickle John,Pickle John,"Harry, the garage, Harry. Come to the garage!"
1680,3,3,Pickle John,Pickle John,Harry?
1681,3,3,Pickle John,Harry,John? W-where are you?
1682,3,3,Pickle John,Pickle John,"On my work bench, Harry."
1683,3,3,Pickle John,Harry,"Are you invisible and you're gonna, like, fart on me?"
1684,3,3,Pickle John,Pickle John,Flip the pickle over.
1685,3,3,Pickle John,Harry,"What, I'm gonna touch it, and you're gonna tell me it's an alien dick or something."
1686,3,3,Pickle John,Pickle John,"Come on, flip the pickle, Harry. You're not gonna regret it. The payoff is huge."
1688,3,3,Pickle John,Harry,And?
1689,3,3,Pickle John,Pickle John,"""And""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?"
1690,3,3,Pickle John,Harry,Was it?
1691,3,3,Pickle John,Pickle John,"Who cares, Harry? Global acts of terrorism happen every day. Uh, here's something that's never happened before"
1692,3,3,Pickle John,Harry,"Are you going to, I mean, you know, is this the first part of some magic tJohn?"
1693,3,3,Pickle John,Pickle John,"I don't do magic, Harry, I do science. One takes brains, the other takes dark eye liner."
1694,3,3,Pickle John,Harry,"Well, can you move? Can you fly?"
1695,3,3,Pickle John,Pickle John,I wouldn't be much of a pickle if I could.
1696,3,3,Pickle John,Harry,"All right, well, do pickles live forever or --"
1697,3,3,Pickle John,Pickle John,"Harry, stop digging for hidden layers and just be impressed. I'm a pickle."
1698,3,3,Pickle John,Harry,I-I'm just trying to figure out why you would do this. Why anyone would do this.
1699,3,3,Pickle John,Pickle John,"The reason anyone would do this is, if they could, which they can't, would be because they could, which they can't."
1700,3,3,Pickle John,Beth,"Harry, we have to get going, or we're gonna be late. Where's your grandpa?"
1701,3,3,Pickle John,Pickle John,"Right here, sweetie. I'm a pickle!"
1702,3,3,Pickle John,Beth,"What?! Why would you -- Look, we're running late. We have to go."
1703,3,3,Pickle John,Pickle John,Where are you guys going?
1704,3,3,Pickle John,Beth,"We have an appointment downtown that was set a week ago and agreed upon by everyone, including you."
1705,3,3,Pickle John,Pickle John,"Oh, my God. Beth, oh, it totally slipped my mind. Geez, oh, man. I'm a pickle. I mean, I don't know if I can, ooh, geez."
1706,3,3,Pickle John,Harry,"John, did you do this on purpose to get out of family counseling?"
1707,3,3,Pickle John,Beth,Harry!
1708,3,3,Pickle John,Pickle John,"It's okay, Beth. I understand Harry's suspicion. I've misled him before. Harry, turn me so we're making eye contact.Harry, I assure you, I would never ""find a way"" to ""get out of"" family therapy. I hope my lack of fingers doesn't prevent the perception of my air quotes."
1709,3,3,Pickle John,Summer,Can't you just turn yourself back into a human?
1710,3,3,Pickle John,Pickle John,"Great question, Summer. The unfortunate answer is I did this to challenge myself. And it could take hours or even days before I'm able to figure out how to return to human form. But, I mean, you know, your mom could put me in a purse or a pocket, you know, if she really needs me to go."
1711,3,3,Pickle John,Beth,"Nobody needs anything! Okay, it's fine. I mean, you should just stay here and figure out how to stop being a pickle, okay?"
1712,3,3,Pickle John,Harry,"Hey, John, why is there a syringe of mysterious fluid hanging directly over you? Also, why is the string attached to it running through a pair of scissors attached to a timer? And why is the time set to 10 minutes from now, exactly when we would have left for therapy?"
1713,3,3,Pickle John,Pickle John,"Well, Harry, if you know must know, the syringe is completely unrelated to this discussion, and, therefore, it does not warrant further explanation."
1714,3,3,Pickle John,Beth,"Enough. Kids, it's time to go. We don't want to be late."
1715,3,3,Pickle John,Pickle John,"W-w-what are you doing there, Beth? What are you doing there, sweetie?"
1716,3,3,Pickle John,Beth,"Well, I mean, you don't want to get pierced by a needle full of liquid unrelated to your situation. How's that gonna help?"
1717,3,3,Pickle John,Pickle John,Can't argue with that.
1718,3,3,Pickle John,Beth,Great. We'll see you later.
1719,3,3,Pickle John,Pickle John,"Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat."
1720,3,3,Pickle John,Pickle John,"Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!"
1721,3,3,Pickle John,Pickle John,"Whoa! Oh! Whoa, whoa, whoa!"
1722,3,3,Pickle John,Pickle John,"Oh, crap, that sun is bright."
1723,3,3,Pickle John,Pickle John,"Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet."
1724,3,3,Pickle John,Pickle John,So... hot. This is how I'm gonna die.
1725,3,3,Pickle John,Pickle John,"Oh, God, moisture."
1726,3,3,Pickle John,Pickle John,"Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!"
1727,3,3,Pickle John,Pickle John,Oh! Oh!
1728,3,3,Pickle John,Pickle John,"Oh, God! Perpendicular, perpendicular!"
1729,3,3,Pickle John,Pickle John,"Oh, shiiit! Oh! Oh! Oh!"
1730,3,3,Pickle John,Pickle John,Come on. That's it.
1731,3,3,Pickle John,Pickle John,Come get this delicious brine.
1732,3,3,Pickle John,Pickle John,"Aah! Come on! Come on, motherfucker! Come on!"
1733,3,3,Pickle John,Pickle John,Yes!
1734,3,3,Pickle John,Summer,How is this even family therapy if Dad's not invited and Grandpa won't come?
1735,3,3,Pickle John,Harry,"Yeah, and what's courageous about eating a hot dog?"
1736,3,3,Pickle John,Beth,"It's nobody's choice to be here, you knobs. The family was told to get counseling by your principal, even though it's not the family that was huffing pottery glaze in the art room and desk wetting in history class."
1738,3,3,Pickle John,Mr. Goldenfold,"Oh, the Smith family, minus a dad. You're patients of Dr. Wong, too?"
1739,3,3,Pickle John,Beth,Temporarily. By order of the school.
1740,3,3,Pickle John,Mr. Goldenfold,Me too. How long have you all been eating poop?
1741,3,3,Pickle John,Summer,We... have never... eaten poop.
1742,3,3,Pickle John,Mr. Goldenfold,"Uh, me, neither. Say, where did my family get off to?"
1743,3,3,Pickle John,Dr. Wong,"Smith family, I'm Dr. Wong. Come on in."
1744,3,3,Pickle John,Dr. Wong,I was told there was a grandpa that might be joining us?
1745,3,3,Pickle John,Beth,"He got wrapped up in an experiment. He's a scientist. Like, legit, like on an inter-galactic, sci-fi level. His work is very --"
1746,3,3,Pickle John,Harry,He turned himself into a pickle.
1747,3,3,Pickle John,Beth,"Harry, Mom's talking. I'm sorry, I suppose that's a good segue into our little discipline cases here."
1748,3,3,Pickle John,Dr. Wong,Does Grandpa turn himself into a pickle a lot?
1749,3,3,Pickle John,Beth,"What? No, what kind of question is that?"
1750,3,3,Pickle John,Dr. Wong,The kind that wasn't designed to attack or hurt you in any way.
1751,3,3,Pickle John,Beth,"Oh, Jesus Christ, one of these. No, my father has never turned himself into a pickle before. He's unpredictable and eccentric. The whole family is. Speaking of which..."
1752,3,3,Pickle John,Dr. Wong,"Okay, let's open things up to the whole family, and let me ask this. Why do we think Grandpa turned himself into a pickle?"
1753,3,3,Pickle John,Pickle John,Wow. Ugh.
1760,3,3,Pickle John,Beth,"I didn't say my father is perfect, I said his work is important."
1761,3,3,Pickle John,Summer,And she's saying what's important is that Grandpa lied to you to get out of coming here.
1762,3,3,Pickle John,Beth,"Oh, he did not!"
1763,3,3,Pickle John,Dr. Wong,Let's do an experiment here. I get the impression this family values science. So raise your hand if you feel certain you know what was in the syringe.
1764,3,3,Pickle John,Beth,Do you really not see what's happening here?
1765,3,3,Pickle John,Dr. Wong,Tell me.
1766,3,3,Pickle John,Beth,"Well, Dr. Wong -- by the way, racist name -- obviously, Harry and Summer are seizing on your arbitrary pickle obsession as an end run around what was supposed to be their therapy."
